0 1 1.1 0.5
1 1 1.21611 0.541509
2 1 1.21611 0.541509
3 1 1.21611 0.541509
4 1 1.21611 0.541509
5 1 1.15443 0.362217
6 1 1.19705 0.434976
7 1 1.10537 0.489502
8 1 1.14267 0.564164
9 1 1.01744 0.677283
10 1 0.890263 0.596728
11 1 0.79626 0.549906
12 1 0.907607 0.582932
13 1 0.881419 0.408473
14 1 0.881419 0.408473
15 1 0.704915 0.383808
16 1 0.84076 0.462247
17 1 0.657583 0.627758
18 1 0.741679 0.600593
19 1 0.654362 0.507064
20 1 0.654796 0.394029
21 1 0.654796 0.394029
22 1 0.654796 0.394029
23 1 0.768978 0.529213
24 1 0.572448 0.726088
25 1 0.688158 0.872637
26 1 0.799299 0.944641
27 1 0.665697 0.88013
28 1 0.547108 0.797789
29 1 0.702076 0.883219
30 1 0.608823 0.760665
31 1 0.537726 0.926992
32 1 0.372952 1.0823
33 1 0.251659 1.05078
34 1 0.155105 1.04908
35 1 0.155105 1.04908
36 1 0.316187 0.892224
37 1 0.143882 1.03875
40 1 0.273573 1.07986
41 1 0.0739977 1.24841
44 1 0.0646176 1.11171
45 1 0.093341 1.04688
46 1 0.0824548 0.848682
47 1 0.0824548 0.848682
49 1 0.199436 0.703449
100 1.11111 0.209324 0.702167
101 1.11111 0.238687 0.544826
102 1.11111 0.0605745 0.458748
103 1.11111 0.258426 0.549845
104 1.11111 0.331886 0.680525
105 1.11111 0.510717 0.649756
106 1.11111 0.394001 0.706092
107 1.11111 0.394001 0.706092
108 1.11111 0.455917 0.59233
109 1.11111 0.413914 0.631078
110 1.11111 0.413914 0.631078
111 1.11111 0.413914 0.631078
112 1.11111 0.510238 0.650367
113 1.11111 0.397766 0.506483
114 1.11111 0.401215 0.466765
115 1.11111 0.318848 0.566864
116 1.11111 0.362627 0.516648
117 1.11111 0.507394 0.700401
118 1.11111 0.511126 0.702225
119 1.11111 0.621643 0.698459
120 1.11111 0.621643 0.698459
121 1.11111 0.530337 0.814432
122 1.11111 0.340551 0.879385
123 1.11111 0.183738 0.80298
124 1.11111 0.278419 0.743705
125 1.11111 0.290222 0.652928
126 1.11111 0.38251 0.804783
127 1.11111 0.495527 0.769023
128 1.11111 0.436334 0.614031
129 1.11111 0.324154 0.794298
130 1.11111 0.22674 0.896446
131 1.11111 0.270987 0.833563
132 1.11111 0.269994 1.02942
133 1.11111 0.377241 0.877206
134 1.11111 0.510354 0.893671
135 1.11111 0.65023 0.936359
136 1.11111 0.563651 0.971353
137 1.11111 0.563651 0.971353
138 1.11111 0.365337 1.16706
139 1.11111 0.38081 1.16065
140 1.11111 0.376235 1.28037
141 1.11111 0.28258 1.2211
142 1.11111 0.428265 1.31307
143 1.11111 0.40171 1.13588
144 1.11111 0.547229 1.05187
145 1.11111 0.412252 1.14909
146 1.11111 0.412252 1.14909
147 1.11111 0.518501 1.10924
148 1.11111 0.325121 1.10321
149 1.11111 0.125707 1.17702
200 1.23457 0.125707 1.17702
202 1.23457 0.127764 1.1741
203 1.23457 0.0996131 0.999575
204 1.23457 0.0996131 0.999575
205 1.23457 0.0996131 0.999575
207 1.23457 0.0586102 0.940366
209 1.23457 0.176822 0.906649
210 1.23457 0.0484669 0.853614
213 1.23457 0.0377656 0.8022
215 1.23457 0.109527 0.904959
216 1.23457 0.0869502 0.971581
217 1.23457 0.113855 0.963143
218 1.23457 0.021277 0.977755
220 1.23457 0.0533921 1.13102
221 1.23457 0.160017 1.26293
222 1.23457 0.208913 1.43984
223 1.23457 0.208913 1.43984
224 1.23457 0.265871 1.46742
225 1.23457 0.265871 1.46742
226 1.23457 0.265871 1.46742
227 1.23457 0.281167 1.66355
228 1.23457 0.298936 1.5497
229 1.23457 0.298936 1.5497
230 1.23457 0.215812 1.45581
231 1.23457 0.381742 1.28311
232 1.23457 0.407716 1.20815
233 1.23457 0.367392 1.27561
234 1.23457 0.248762 1.12964
235 1.23457 0.248762 1.12964
236 1.23457 0.248762 1.12964
237 1.23457 0.4402 1.252
238 1.23457 0.406679 1.22173
239 1.23457 0.568806 1.05852
240 1.23457 0.469842 0.950188
241 1.23457 0.576888 0.840458
242 1.23457 0.601598 0.834038
243 1.23457 0.68495 0.984595
244 1.23457 0.632988 0.943314
245 1.23457 0.736318 0.87566
246 1.23457 0.736318 0.87566
247 1.23457 0.804032 0.849786
248 1.23457 0.731053 0.733297
249 1.23457 0.785812 0.888276
300 1.37174 0.785812 0.888276
301 1.37174 0.785812 0.888276
302 1.37174 0.785812 0.888276
303 1.37174 0.68567 0.953797
304 1.37174 0.68567 0.953797
305 1.37174 0.503787 0.936514
