#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -2.65019    -2.65019           0
           2    -2.65322     -2.6517  0.00107205
           3    -2.65248    -2.65196 0.000745306
           4    -2.65149    -2.65184 0.000568333
           5    -2.65337    -2.65215 0.000529859
           6     -2.6515    -2.65204 0.000452306
           7    -2.65294    -2.65217 0.000405324
           8    -2.65241     -2.6522 0.000355787
           9    -2.65251    -2.65223 0.000317914
          10    -2.65186     -2.6522 0.000288276
