
1 0.0616252 0
2 0.0790327 0.0174076
3 0.0405932 0.0397317
4 0.0199392 0.0348696
5 0.0122931 0.0280713
6 0.0194288 0.0240052
7 0.0238949 0.0207739
8 0.0132701 0.0208938
9 0.0218143 0.0203112
10 0.0186687 0.0184372
11 0.0162621 0.0168498
12 0.00756191 0.0176717
13 0.00854826 0.0162855
14 0.00120109 0.0167723
15 0.00414848 0.0158899
16 0.0050119 0.0148887
17 0.00740919 0.0141895
18 0.00462109 0.0136654
19 0.00822706 0.0134197
20 0.0131343 0.0136441
21 0.0125482 0.0129914
22 0.00860072 0.0130006
23 0.0115408 0.0127657
24 0.0122202 0.0122411
25 0.0110578 0.0117986
26 0.00894304 0.0115313
27 0.00979296 0.0111285
28 0.00921511 0.0107393
29 0.0137149 0.0112971
30 0.0137595 0.0109142
31 0.0159758 0.0107864
32 0.0154462 0.0104573
33 0.0161669 0.010161
34 0.0180094 0.0100284
35 0.0185628 0.00975334
36 0.0194382 0.00951889
37 0.0203857 0.0093064
38 0.0234598 0.00956561
39 0.0223971 0.00937753
40 0.0236836 0.00923018
41 0.0254908 0.00918184
42 0.0259022 0.00897
43 0.0255784 0.00876489
44 0.0270546 0.00868968
45 0.0242251 0.00895326
46 0.0245173 0.00876134
47 0.0243083 0.00857544
48 0.0234481 0.00843884
49 0.022828 0.00828806
50 0.0247559 0.00834633
51 0.025595 0.00822395
52 0.0243137 0.00816539
53 0.0244696 0.00801136
54 0.0231977 0.00796382
55 0.0226305 0.00783823
56 0.0238787 0.00779755
57 0.021523 0.00801361
58 0.0199256 0.00803463
59 0.0193841 0.00791581
60 0.0196334 0.00778676
61 0.0194469 0.00766031
62 0.0188868 0.00755654
63 0.0182743 0.00746081
64 0.0189738 0.00737655
65 0.0204465 0.00740999
66 0.0198278 0.00732304
67 0.0214569 0.00739459
68 0.020206 0.00739164
69 0.019518 0.00731615
70 0.0200108 0.0072277
71 0.0221359 0.00743533
72 0.0211802 0.00739337
73 0.0206155 0.00731322
74 0.0209001 0.00721932
75 0.0199601 0.00718417
76 0.0203278 0.00709854
77 0.0194907 0.00705558
78 0.020141 0.00699482
79 0.0201622 0.00690574
80 0.0193233 0.00687028
81 0.0191366 0.0067875
82 0.0199493 0.0067533
83 0.0201805 0.00667544
84 0.0201317 0.00659567
85 0.0194758 0.00655054
86 0.0186546 0.0065258
87 0.0182733 0.00646161
88 0.0186913 0.00640143
89 0.019039 0.00633864
90 0.0183346 0.00630727
91 0.0191315 0.00628827
92 0.0191068 0.0062196
93 0.0192716 0.00615456
94 0.0201683 0.00615442
95 0.0199255 0.00609413
96 0.0194429 0.00604959
97 0.0193557 0.00598754
98 0.018985 0.00593771
99 0.0193699 0.00589001
100 0.0197268 0.00584173
