1 117.677 9.04928e-07
2 114.711 2.09738
3 112.259 2.44218
4 112.506 1.84411
5 111.9 1.57159
6 112.01 1.31346
7 111.746 1.15194
8 111.731 1.00804
9 111.341 0.96865
10 111.304 0.872498
11 111.182 0.801643
12 110.63 0.90514
13 110.714 0.839436
14 110.678 0.780262
15 110.665 0.728358
16 110.868 0.710627
17 110.987 0.678641
18 110.964 0.641311
19 110.959 0.607581
20 110.978 0.577516
21 110.781 0.582772
22 110.53 0.607934
23 110.581 0.583637
24 110.729 0.577761
25 110.923 0.586328
26 110.847 0.568673
27 110.936 0.554554
28 110.895 0.536231
29 110.945 0.520004
30 110.855 0.510388
31 110.772 0.500534
32 110.648 0.499998
33 110.745 0.494038
34 110.851 0.490728
35 110.943 0.485312
36 110.933 0.471933
37 110.928 0.459211
38 110.815 0.460707
39 110.706 0.461646
40 110.712 0.450152
41 110.644 0.444379
42 110.642 0.433802
43 110.594 0.426376
44 110.539 0.420185
45 110.483 0.414585
46 110.525 0.407706
47 110.54 0.399324
48 110.409 0.412099
49 110.363 0.406197
50 110.434 0.404211
51 110.388 0.398899
52 110.445 0.395199
53 110.412 0.389114
54 110.461 0.385073
55 110.42 0.380241
56 110.354 0.379263
57 110.365 0.372767
58 110.362 0.36635
59 110.343 0.36061
60 110.379 0.356359
61 110.345 0.352136
62 110.353 0.34655
63 110.388 0.342821
64 110.389 0.337467
65 110.523 0.357718
66 110.565 0.35477
67 110.511 0.353593
68 110.501 0.34852
69 110.483 0.34395
70 110.491 0.339139
71 110.475 0.334779
72 110.528 0.334362
73 110.52 0.329878
74 110.515 0.325463
75 110.58 0.327583
76 110.653 0.33133
77 110.65 0.327042
78 110.642 0.322942
79 110.658 0.319255
80 110.641 0.315723
81 110.635 0.311878
82 110.662 0.309193
83 110.629 0.307183
84 110.649 0.304187
85 110.64 0.300763
86 110.594 0.300686
87 110.656 0.303491
88 110.585 0.308289
89 110.618 0.306626
90 110.611 0.303295
91 110.623 0.300197
92 110.566 0.302303
93 110.63 0.305836
94 110.615 0.302965
95 110.548 0.307117
96 110.537 0.304124
97 110.521 0.301411
98 110.552 0.299989
99 110.537 0.297348
100 110.538 0.294376
